Calothrix breviarticulata
Calothrix brevissima
Calothrix clavata
Calothrix confervicola
Calothrix crustacea
Calothrix crustaceae
Calothrix epiphytica
Calothrix fusca
Calothrix kossinskajae
Calothrix linearis
Calothrix marchica
Calothrix parietina
Calothrix pulvinata
Calothrix scytonemicola
Calothrix stagnalis
Calothrix wembaerensis
Campylodiscus
Campylodiscus clypeus
Campylodiscus hibernicus
Capartogramma
Capartogramma 
Capartogramma crucicula
Capsosira
Capsosira 
Capsosira brebissonii
Carteria
Carteria   
Carteria klebsii
Cavinula
Cavinula cocconeiformis
Cavinula jaernefeltii
Cavinula lapidosa
Cavinula pseudoscutiformis
Cavinula scutelloides
Cavinula variostriata
Cavinula vincentii
Centrales
Centric
Ceratium
Ceratium hirundinella
Chadefaudiothrix
Chadefaudiothrix gallica
Chaetophora
Chaetophora elegans
Chaetophora incrassata
Chaetophorales
Chaetophorales   
Chaetosphaeridium
Chaetosphaeridium 
Chaetosphaeridium globosum
Chamaepinnularia
Chamaepinnularia begeri
Chamaepinnularia bremensis
Chamaepinnularia evanida
Chamaepinnularia mediocris
Chamaepinnularia soehrensis
Chamaepinnularia soehrensis var hassica
Chamaepinnularia soehrensis var muscicola
Chamaesiphon
Chamaesiphon 
Chamaesiphon amethystinus
Chamaesiphon confervicola
Chamaesiphon incrustans
Chamaesiphon investiens
Chamaesiphon minimus
Chamaesiphon minutus
Chamaesiphon niger
Chamaesiphon polymorphus
Chamaesiphon starmachii
Chamaesiphon subglobosus
Chantransia
Chara
Chara 
Chara canescens
Chara contraria
Chara globularis
Chara vulgaris
Chara zeylanica
Characiopsis
Characiopsis longipes
Characiopsis minor
Characiopsis minuta
Characiopsis subulata
Characium
Characium ambiguum
Characium pringsheimii
Chlamydocapsa
Chlamydocapsa 
Chlamydocapsa ampla
Chlamydomonadales
Chlamydomonadopsis
Chlamydomonadopsis 
Chlamydomonas
Chlamydomonas ambigua
Chlamydomonas bicocca
Chlamydomonas debaryana
Chlamydomonas ehrenbergii
Chlamydomonas globosa
Chlamydomonas gloeopara
Chlamydomonas pila
Chlamydomonas pseudopertyi
Chlamydomonas reinhardtii
Chlamydomonas simplex
Chlamydomonas snowiae
Chlamydomonas stellata
Chlorella
Chlorella emersonii
Chlorella minutissima
Chlorella vulgaris
Chlorogloea
Chlorogloea 
Chlorogloea microcystoides
Chlorogloea novacekii
Chlorogloea rivularis
Chlorophyta
Chlorophyta   
Chlorosaccus
Chlorosaccus fluidus
Chlorotetraedron
Chlorotetraedron 
Chlorotetraedron incus
Chroococcales
Chroococcidiopsis
Chroococcopsis
Chroococcopsis epiphytica
Chroococcopsis fluviatilis
Chroococcopsis gigantea
Chroococcopsis minutus
Chroococcus
Chroococcus dispersus
Chroococcus limneticus
Chroococcus minimus
Chroococcus minor
Chroococcus minutus
Chroococcus turgidus
Chroococcus vacuolatus
Chroodactylon
Chroodactylon 
Chroodactylon ornatum
Chroomonadaceae
Chroomonas
Chroomonas 
Chroomonas nordstedtii
Chroomonas pulex
Chrysocapsa
Chrysocapsa 
Chrysocapsa epiphytica
Chrysophyceae
Chrysopyxis
Chrysopyxis 
Chrysosphaera
Chrysosphaera 
Chrysosphaera paludosa
Chytridiochloris
Chytridiochloris 
Chytridiochloris acus
Cladophora
Cladophora fracta
Cladophora glomerata
Clastidium
Clastidium 
Clastidium rivulare
Clastidium setigerum
Closteriopsis
Closteriopsis 
Closteriopsis acicularis
Closteriopsis longissima
Closteriospira
Closteriospira 
Closteriospira lemanensis
Closterium
Closterium acerosum
Closterium acerosum var tumidium
Closterium arcuatum
Closterium attenuatum
Closterium ehrenbergii
Closterium gracile
Closterium incurvum
Closterium intermedium
Closterium kuetzingii
Closterium leibleinii
Closterium leiblenii
Closterium littorale
Closterium lunula
Closterium moniliferum
Closterium navicula
Closterium nylandicum
Closterium parvulum
Closterium parvulum var maius
Closterium parvum var maius
Closterium praelongum
Closterium ralfsii var gracilius
Closterium ralfsii var hybridum
Closterium rostratum
Closterium striatum
Closterium striolatum
Closterium striolatum var borgei
Coccoid UNK
Cocconeis
Cocconeis disculus
Cocconeis fluviatilis
Cocconeis klamathensis
Cocconeis neodiminuta
Cocconeis neothumensis
Cocconeis pediculus
Cocconeis placentula
Cocconeis placentula var euglypta
Cocconeis placentula var lineata
Cocconeis pseudolineata
Cocconeis pseudothumensis
Cocconeis rugosa
Cocconeis scutellum
Coelastrum
Coelastrum 
Coelastrum astroideum
Coelastrum microporum
Coelomoron
Coelomoron 
Coelomoron pusillum
Coleochaete
Coleochaete 
Coleochaete irregularis
Coleochaete scutata
Coleodesmium
Coleodesmium 
Coleodesmium floccosum  
Coleodesmium wrangelii
Comasiella
Comasiella 
Comasiella arcuata var platydisca
Compsopogon
Compsopogon 
Compsopogon caeruleus
Compsopogon chalybeus
Coscinodiscophyceae
Coscinodiscus
Cosmarium
Cosmarium abbreviatum
Cosmarium angulosum
Cosmarium angulosum var euastroides
Cosmarium binum
Cosmarium bioculatum
Cosmarium biretum var trigibberum
Cosmarium brebissonii
Cosmarium contractum
Cosmarium contractum var ellipsoideum
Cosmarium crenatum
Cosmarium depressum  
Cosmarium granatum
Cosmarium humile  
Cosmarium impressulum  
Cosmarium impressulum var suborthogonum
Cosmarium imressulum
Cosmarium incertum
Cosmarium laeve
Cosmarium polygonum
Cosmarium porteanum  
Cosmarium portianum
Cosmarium praecisum var suecicum
Cosmarium protractum
Cosmarium punctatum
Cosmarium punctulatum
Cosmarium quadrum var minus
Cosmarium regnellii
Cosmarium regnellii var minimum
Cosmarium reniforme
Cosmarium sportella
Cosmarium sportella var subnudum
Cosmarium subcostatum
Cosmarium subcrenatum
Cosmarium subtumidum  
Cosmarium subtumidum var minutum
Cosmarium turpinii var podolicum
Cosmariumeciosum
Cosmariumortella var subnudum
Cosmioneis
Cosmioneis pusilla
Craticula
Craticula accomoda
Craticula acidoclinata
Craticula ambigua
Craticula buderi
Craticula cuspidata
Craticula haliphilioides
Craticula halophila
Craticula halophilioides
Craticula minusculoides
Craticula molestiformis
Craticula submolesta
Crucigenia
Crucigenia 
Crucigenia   
Crucigenia tetrapedia
Crucigeniella
Crucigeniella 
Crucigeniella apiculata
Cryptomonadaceae
Cryptomonas
Cryptomonas anomala
Cryptomonas erosa
Cryptomonas ovata
Cryptophyta
Ctenophora
Ctenophora pulchella
Cyanobacterium
Cyanobium
Cyanobium 
Cyanobium diatomicola
Cyanodermatium
Cyanodermatium 
Cyanodermatium fluminense
Cyanophanon
Cyanophanon 
Cyanophanon minus  
Cyanophanon mirabile
Cyanophyceae
Cyanophyceae   
Cyanostylon
Cyanostylon microcystoides
Cyanothece
Cyanothece 
Cyanothece aeruginosa
Cyanothece halobia
Cyclostephanos
Cyclostephanos costatilimbus
Cyclostephanos damasii
Cyclostephanos dubius
Cyclostephanos invisitatus
Cyclostephanos tholiformis
Cyclotella
Cyclotella atomus
Cyclotella bodanica
Cyclotella comensis
Cyclotella distinguenda
Cyclotella gamma
Cyclotella hakanssoniae
Cyclotella meneghiniana
Cyclotella ocellata
Cyclotella operculata
Cyclotella rossii
Cyclotella tripartita
Cylindrocapsa
Cylindrocapsa 
Cylindrocapsa geminella
Cylindrocapsa geminella var minor
Cylindrocystis brebissonii
Cylindrocystis brebissonii var turgida
Cylindrospermum
Cylindrospermum 
Cylindrospermum licheniforme
Cylindrospermum majus
Cylindrospermum stagnale
Cylindrotheca
Cylindrotheca gracilis
Cymatopleura
Cymatopleura elliptica
Cymatopleura solea
Cymatopleura solea var apiculata
Cymbella
Cymbella affinis
Cymbella aspera
Cymbella austriaca var erdobenyiana
Cymbella cistula
Cymbella compacta
Cymbella cymbiformis
Cymbella cymbiformis var nonpunctata
Cymbella dorsenotata
Cymbella elginensis
Cymbella excisa
Cymbella gracilis
Cymbella helmckei
Cymbella helvetica
Cymbella heteropleura
Cymbella hungarica
Cymbella hustedtii
Cymbella janischii
Cymbella kappii
Cymbella kolbei
Cymbella laevis
Cymbella lanceolata
Cymbella lapponica
Cymbella lata
Cymbella leptoceras
Cymbella mexicana
Cymbella neocistula
Cymbella parva
Cymbella proxima
Cymbella reinhardtii
Cymbella subcistula
Cymbella subhelvetica
Cymbella subturgidula
Cymbella sumatrensis
Cymbella tropica
Cymbella tumida
Cymbella tumidula
Cymbella turgidula
Cymbella vulgata
Cymbellaceae
Cymbellafalsa
Cymbellafalsa 
Cymbellafalsa diluviana
Cymbellales
Cymbellonitzschia
Cymbellonitzschia 
Cymbellonitzschia diluviana
Cymbopleura
Cymbopleura amphicephala
Cymbopleura budayana
Cymbopleura citrus
Cymbopleura crassipunctata
Cymbopleura cuspidata
Cymbopleura hauckii
Cymbopleura hustedtii
Cymbopleura hybrida
Cymbopleura inaequalis
Cymbopleura incerta
Cymbopleura laeviformis
Cymbopleura lapponica
Cymbopleura naviculiformis
Cymbopleura subaequalis
Cymbopleura subcuspidata
Delicata
Delicata delicatula
Denticula
Denticula creticola
Denticula elegans
Denticula kuetzingii
Denticula subtilis
Denticula tenuis
Denticula thermalis
Denticula valida
Dermatochrysis reticulata
Desmidium
Desmidium swartzii
Desmodesmus
Desmodesmus armatus
Diadesmis
Diadesmis confervacea
Diadesmis contenta
Diadesmis gallica
Diadesmis perpusilla
Diadesmis templiniana
Diatoma
Diatoma anceps
Diatoma anceps var linearis
Diatoma ehrenbergii
Diatoma elongatum
Diatoma hiemale
Diatoma hiemalis
Diatoma mesodon
Diatoma moniliforme
Diatoma problematica
Diatoma tenuis
Diatoma vulgaris
Diatoma vulgaris var linearis
Diatomella
Diatomella balfouriana
Dichothrix
Dichothrix compacta
Dichothrix gypsophila
Dichothrix gypsophyla
Dichothrix hosfordii
Dichothrix orsiniana
Dichotrhix gypsophyla
Dictyosphaerium
Dictyosphaerium ehrenbergianum
Dictyosphaerium pulchellum
Didymosphenia
Didymosphenia 
Didymosphenia geminata
Dinobryaceae
Dinobryon
Dinobryon divergens
Dinophyceae
Diploneis
Diploneis aestuari
Diploneis boldtiana
Diploneis elliptica
Diploneis finnica
Diploneis interrupta
Diploneis marginestriata
Diploneis modica
Diploneis oblongella
Diploneis oculata
Diploneis ovalis
Diploneis parma
Diploneis pseudovalis
Diploneis puella
Diploneis separanda
Diploneis smithii
Diploneis subovalis
Discostella
Discostella pseudostelligera
Discostella stelligera
Discostella woltereckii
Dolichospermum
Dolichospermum 
Dolichospermum   
Dolichospermum flosaquae
Dolichospermum lemmermannii
Dolichospermum planctonicum  
Dolichospermum solitarium
Draparnaldia
Draparnaldia 
Draparnaldia glomerata
Draparnaldia mutabilis
Draparnaldiopsis
Draparnaldiopsis alpinis
Elakatothrix
Elakatothrix 
Ellerbeckia
Ellerbeckia arenaria
Encyonema
Encyonema auerswaldii
Encyonema caespitosum
Encyonema elginense
Encyonema evergladianum
Encyonema gracile
Encyonema hamsherae
Encyonema hebridicum
Encyonema hilliardii
Encyonema lacustre
Encyonema latens
Encyonema latum
Encyonema lunatum
Encyonema mesianum
Encyonema minutum
Encyonema muelleri
Encyonema neogracile
Encyonema norvegicum
Encyonema obscurum
Encyonema pergracile
Encyonema perpusillum
Encyonema prostratum
Encyonema reichardtii
Encyonema silesiacum
Encyonema triangulum
Encyonopsis
Encyonopsis cesatiformis
Encyonopsis cesatii
Encyonopsis descripta
Encyonopsis falaisensis
Encyonopsis hustedtii
Encyonopsis krammeri
Encyonopsis microcephala
Encyonopsis montana
Encyonopsis subminuta
Entomoneis
Entomoneis alata
Entomoneis costata
Entomoneis ornata
Entomoneis paludosa
Eolimna
Eolimna minima
Eolimna muraloides
Eolimna subadnata
Eolimna subminuscula
Eolimna tantula
Epipyxis
Epipyxis 
Epipyxis utriculus
Epithemia
Epithemia adnata
Epithemia adnata var proboscidea
Epithemia argus
Epithemia argus var alpestris
Epithemia frickei
Epithemia hyndmanii
Epithemia sorex
Epithemia turgida
Epithemia turgida var granulata
Epithemia turgida var westermannii
Ercegovicia
Euastrum
Euastrum 
Euastrum bidentatum
Euastrum denticulatum
Euastrum didelta
Euastrum elegans  
Euastrum verrucosum
Eucapsis
Eucapsis 
Eucapsis alpina
Eucocconeis
Eucocconeis alpestris
Eucocconeis flexella
Eucocconeis laevis
Eudorina
Eudorina elegans
Euglena
Euglena 
Euglena acus
Euglena agilis
Euglena ehrenbergii
Euglena geniculata
Euglena geniculata var terricola
Euglena limnophila
Euglena mutabilis
Euglena oxyuris
Euglena pisciformis
Euglena proxima
Euglena tripteris
Euglena variabilis
Euglena viridis
Euglenairogyra
Euglenaria
Euglenaria 
Euglenaria anabaena
Euglenophyceae
Euglenozoa
Eunotia
Eunotia arcubus
Eunotia arcus
Eunotia bilunaris
Eunotia circumborealis
Eunotia cristagalli
Eunotia curvata
Eunotia exigua
Eunotia flexuosa
Eunotia formica
Eunotia implicata
Eunotia incisa
Eunotia intermedia
Eunotia meisteri
Eunotia minor
Eunotia mucophila
Eunotia muscicola
Eunotia muscicola var tridentula
Eunotia naegelii
Eunotia paludosa
Eunotia pectinalis
Eunotia pectinalis var undulata
Eunotia perminuta
Eunotia perpusilla
Eunotia praerupta
Eunotia pseudogroenlandica
Eunotia quaternaria
Eunotia rhomboidea
Eunotia serra
Eunotia soleirolii
Eunotia subarcuatoides
Eunotia subherkiniensis
Eunotia tecta
Eunotia tridentula
Eunotia veneris
Fallacia
Fallacia cryptolyra
Fallacia fracta
Fallacia helensis
Fallacia indifferens
Fallacia insociabilis
Fallacia lenzii
Fallacia litoricola
Fallacia lucinensis
Fallacia maceria
Fallacia monoculata
Fallacia naumannii
Fallacia nyella
Fallacia oculiformis
Fallacia omissa
Fallacia pulchella
Fallacia pygmaea
Fallacia subforcipata
Fallacia subhamulata
Fallacia sublucidula
Fallacia tenera
Fistulifera
Fistulifera pelliculosa
Fistulifera saprophila
Fragilaria
Fragilaria alpestris
Fragilaria brevistriata var trigona
Fragilaria capensis
Fragilaria capitellata
Fragilaria capucina
Fragilaria capucina subsp amphicephala
Fragilaria capucina var biconstricta
Fragilaria capucina var capitellata
Fragilaria capucina var gracilis
Fragilaria capucina var rumpens
Fragilaria capucina var sublinearis
Fragilaria construens
Fragilaria construens var pumila
Fragilaria crotonensis
Fragilaria crotonensis var oregona
Fragilaria delicatissima
Fragilaria exigua
Fragilaria famelica
Fragilaria grunowii
Fragilaria mesolepta
Fragilaria nanana
Fragilaria neoproducta
Fragilaria nitzschioides
Fragilaria pararumpens
Fragilaria perminuta
Fragilaria radians
Fragilaria recapitellata
Fragilaria sepes
Fragilaria tenera
Fragilaria vaucheriae
Fragilaria vaucheriae var capitellata
Fragilariaceae
Fragilariforma
Fragilariforma bicapitata
Fragilariforma constricta
Fragilariforma exigua
Fragilariforma nitzschioides
Fragilariforma virescens
Fragilariophyceae
Friedaea
Frustulia
Frustulia amphipleuroides
Frustulia asiatica
Frustulia capitata
Frustulia crassinervia
Frustulia creuzburgensis
Frustulia krammeri
Frustulia latita
Frustulia rexii
Frustulia rhomboides
Frustulia saxonica
Frustulia soror
Frustulia vulgaris
Frustulia weinholdii
Geissleria
Geissleria acceptata
Geissleria aikenensis
Geissleria decussis
Geissleria ignota
Geissleria kriegeri
Geissleria paludosa
Geissleria punctifera
Geissleria schoenfeldii
Geissleria similis
Geitleribactron
Geitleribactron 
Geitleribactron periphyticum
Geitlerinema
Geitlerinema 
Geitlerinema   
Geitlerinema acuiforme
Geitlerinema acutissimum
Geitlerinema amphibium
Geitlerinema ionicum
Geitlerinema lemmermannii
Geitlerinema numidicum  
Geitlerinemalendidum
Geminella
Geminella   
Geminella elipsoidea
Geminella ellipsoidea
Geminella interrupta
Geminella minor
Geminella ordinata
Glaucospira
Gloeobotrys
Gloeobotrys 
Gloeobotrys limneticus
Gloeocapsa
Gloeocapsa alpina
Gloeocapsa atrata
Gloeocapsa biformis
Gloeocapsa fusco-lutea
Gloeocapsa kuetzingiana
Gloeocapsa punctata
Gloeocapsa rupestris
Gloeocapsa siderochlamys
Gloeocapsopsis
Gloeocapsopsis cyanea
Gloeocapsopsis pleurocapsoides
Gloeocystis
Gloeocystis major
Gloeocystis planctonica
Gloeocystis polydermatica
Gloeocystis vesiculosa
Gloeothece
Gloeothece abiscoensis
Gloeothece palea
Gloeothece subtilis  
Gloeotila
Gloeotila 
Gloeotrichia
Gloeotrichia echinulata
Gloeotrichia natans
Golenkinia radiata
Gomphoneis
Gomphoneis eriense
Gomphoneis eriense var angularis
Gomphoneis eriense var variabilis
Gomphoneis exigua
Gomphoneis geitleri
Gomphoneis herculeana
Gomphoneis herculeana var abundans
Gomphoneis herculeana var loweii
Gomphoneis herculeana var septiceps
Gomphoneis mamilla
Gomphoneis mammilla
Gomphoneis minuta
Gomphoneis minuta var cassieae
Gomphoneis olivaceoides
Gomphoneis olivaceum
Gomphoneis olivaceum var calcareum
Gomphoneis pseudokunoi
Gomphoneis quadripunctatum
Gomphoneis rhombica
Gomphoneis subherculeana
Gomphonema
Gomphonema acuminatum
Gomphonema acutiusculum
Gomphonema affine
Gomphonema americobtusatum
Gomphonema amoenum
Gomphonema angustatum
Gomphonema angustivalva
Gomphonema angustum
Gomphonema augur
Gomphonema augur var shaerophorum
Gomphonema bipunctatum
Gomphonema bohemicum
Gomphonema bozenae
Gomphonema brasiliense
Gomphonema brebissonii
Gomphonema californicum
Gomphonema capitatum
Gomphonema capsulare
Gomphonema clavatum
Gomphonema clevei
Gomphonema commutatum
Gomphonema contraturris
Gomphonema coronatum
Gomphonema cymbelliclinum
Gomphonema dichotomum
Gomphonema drutelingense
Gomphonema entolejum
Gomphonema exiguum var minutissimum
Gomphonema exilissimum
Gomphonema freesei
Gomphonema gracile
Gomphonema insigne
Gomphonema intricatum
Gomphonema italicum
Gomphonema kobayasii
Gomphonema lagenula
Gomphonema lanceolatum
Gomphonema laticollum
Gomphonema lippertii
Gomphonema louisiananum
Gomphonema mexicanum
Gomphonema micropumilum
Gomphonema micropus
Gomphonema minusculum
Gomphonema minutum
Gomphonema montanum
Gomphonema pala
Gomphonema parvulius
Gomphonema parvulum
Gomphonema patricki
Gomphonema procerum
Gomphonema productum
Gomphonema pseudoaugur
Gomphonema pseudobohemicum
Gomphonema pseudotenellum
Gomphonema pumilum
Gomphonema pumilum var elegans
Gomphonema pumilum var rigidum
Gomphonema punae
Gomphonema pygmaeum
Gomphonema sarcophagus
Gomphonema stoermeri
Gomphonema subclavatum
Gomphonema subtile
Gomphonema truncatum
Gomphonema truncatum var elongata
Gomphonema turgidum
Gomphonema utae
Gomphonema ventricosum
Gomphonema vibrio
Gomphonema vibrioides
Gomphonemahaerophorum
Gomphonemataceae
Gomphonemopsis
Gomphonemopsis exigua
Gomphonitzschia
Gomphosinica
Gomphosinica geitleri
Gomphosphaeria
Gomphosphaeria aponina
Gomphosphenia
Gomphosphenia americana
Gomphosphenia indistincta
Gomphosphenia praegnans
Gomphosphenia tackei
Gomphosphenia WEMAP
Gonatozygon
Gonatozygon 
Gonatozygon kinahanii  
Gonatozygon monotaenium
Gongrosira
Gongrosira debariana
Gongrosira debaryana
Gongrosira gebariana
Gongrosira incrustans
Gongrosira papuasica
Gongrosira schmidlei
Gonium
Gonium pectorale
Green
Green coccoid
Green filament
Green flagellate
Gyrosigma
Gyrosigma acuminatum
Gyrosigma attenuatum
Gyrosigma macrum
Gyrosigma nodiferum
Gyrosigma obtusatum
Gyrosigma reimeri
Gyrosigma scalproides
Gyrosigma strigilis
Gyrosigmaencerii
Haematococcus
Haematococcus 
Haematococcus pluvialis
Halamphora
Halamphora acutiuscula
Halamphora bullatoides
Halamphora coffeaeformis
Halamphora holsatica
Halamphora latecostata
Halamphora montana
Halamphora normanii
Halamphora oligotraphenta
Halamphora punctata
Halamphora subtilis
Halamphora subturgida
Halamphora tenerrima
Halamphora thumensis
Halamphora tumida
Halamphora turgida
Halamphora veneta
Hannaea
Hannaea arcus
Hantzschia
Hantzschia amphioxys
Hantzschia distinctepunctata
Hantzschia virgata
Hapalosiphon
Hapalosiphon flexuosus
Hapalosiphon hibernicus
Hariotina
Hariotina 
Hariotina reticulata
Hassallia byssoidea  
Heterococcus
Heterococcus 
Heteroleibleinia
Heteroleibleinia 
Heteroleibleinia kossinskaja
Heteroleibleinia kossinskajae
Heteroleibleinia kuetzingii
Heteroleibleinia pusilla
Hibberdiales
Hippodonta
Hippodonta capitata
Hippodonta costulata
Hippodonta hungarica
Hippodonta neglecta
Hippodonta pseudacceptata
Hippodonta pumila
Hippodonta subtilissima
Homeothrix
Homeothrix janthina
Homoeothrix
Homoeothrix crustacea
Homoeothrix janthina
Homoeothrix juliana
Homoeothrix stagnalis
Homoeothrix varians
Homoeothrix woronichinii
Hormidiopsis
Hormidiopsis 
Hyalotheca
Hyalotheca 
Hyalotheca dissiliens
Hyalotheca mucosa
Hydrococcus
Hydrococcus 
Hydrococcus cesatii
Hydrococcus cesatii 
Hydrococcus rivularis
Hydrocoleum homoeotrichum
Hydrocoleum muscicola
Hydrodictyon
Hydrodictyon reticulatum
Hydrosera
Hydrosera 
Hydrosera triquetra
Hydrosera whampoensis
Hydrurus
Hydrurus foetidus
Jaaginema
Jaaginema 
Jaaginema pallidum
Jaaginema pseudogeminatum
Karayevia
Karayevia amoena
Karayevia bottnica
Karayevia clevei
Karayevia laterostrata
Karayevia nitidiformis
Karayevia oblongella
Karayevia ploenensis
Karayevia ploenensis var gessneri
Karayevia suchlandtii
Kirchneriella
Kirchneriella 
Kirchneriella irregularis
Kirchneriella lunaris
Kirchneriella obesa
Klebsormidium
Klebsormidium 
Klebsormidium crenulatum
Klebsormidium flaccidum
Klebsormidium klebsii
Klebsormidium rivulare
Klebsormidium subtile
Klebsormidium subtilissimum
Kobayasiella
Kobayasiella 
Kobayasiella micropunctata
Kobayasiella subtilissima
Kolbesia
Kolbesia gessneri
Kolbesia kolbei
Kolbesia suchlandtii
Komvophoron
Komvophoron 
Komvophoron constrictum
Komvophoron minutum
Komvophoron schmidlei
Krasskella
Krasskella kriegeriana
Lacunastrum
Lacunastrum 
Lacunastrum gracillimum  
Lagynion
Leibleinia
Leibleinia epiphytica
Lemanea
Lemanea condensata
Lemanea fluviatilis
Lemaneaceae
Lemnicola
Lemnicola hungarica
Lepocinclis
Lepocinclis 
Lepocinclis acus  
Lepocinclis ovum
Lepocinclis oxyuris  
Lepocinclis spirogyroides
Lepocinclis texta
Lepocinclis tripteris
Lepocinclisiroides
Leptolyngbya
Leptolyngbya foveolara
Leptolyngbya granulifera
Leptolyngbya lagerheimii
Leptolyngbya laminosa
Leptolyngbya nostocorum
Leptolyngbya notata
Leptolyngbya tenuis
Leptolyngbya tenus
Leptolyngbya valderiana
Leptolyngbyoideae
